ParkCode,Date,Temperature,Weather_Despcription
grsm,1634576400,293.37,broken clouds
grsm,1634662800,294.06,scattered clouds
grsm,1634749200,295.89,light rain
grsp,1634140800,297.78,scattered clouds
grsp,1634227200,299.55,overcast clouds
grsp,1634313600,299.67,broken clouds
grsp,1634400000,296.38,light rain
grsp,1634486400,288.51,clear sky
grsp,1634572800,290.68,clear sky
grsp,1634659200,290.88,clear sky
grsp,1634745600,292.81,scattered clouds
gree,1634140800,294.29,light rain
gree,1634227200,294.47,overcast clouds
gree,1634313600,294.69,scattered clouds
gree,1634400000,294.7,light rain
gree,1634486400,288.22,clear sky
gree,1634572800,289.19,clear sky
gree,1634659200,289.79,clear sky
gree,1634745600,291.43,clear sky
gumo,1634061600,300.29,clear sky
gumo,1634148000,296.7,light rain
gumo,1634234400,296.31,clear sky
gumo,1634320800,291.4,clear sky
gumo,1634407200,294.11,clear sky
gumo,1634493600,295.12,clear sky
gumo,1634580000,297.79,light rain
gumo,1634666400,294.29,moderate rain
guco,1634144400,300.04,clear sky
guco,1634230800,300.45,overcast clouds
guco,1634317200,301.58,broken clouds
guco,1634403600,290.46,light rain
guco,1634490000,292.76,clear sky
guco,1634576400,295.04,clear sky
guco,1634662800,294.64,overcast clouds
guco,1634749200,297.36,broken clouds
guis,1634058000,298.59,clear sky
guis,1634144400,298.7,clear sky
guis,1634230800,298.81,light rain
guis,1634317200,299.94,few clouds
guis,1634403600,297.72,light rain
guis,1634490000,294.72,few clouds
guis,1634576400,294.9,overcast clouds
guis,1634662800,297.5,light rain
hafo,1634065200,275.45,snow
hafo,1634151600,278.46,light rain
hafo,1634238000,278.7,few clouds
hafo,1634324400,282.28,scattered clouds
hafo,1634410800,286.6,clear sky
hafo,1634497200,287.9,overcast clouds
hafo,1634583600,284.88,overcast clouds
hafo,1634670000,287.18,clear sky
hale,1634076000,299.97,light rain
hale,1634162400,299.54,broken clouds
hale,1634248800,299.44,overcast clouds
hale,1634335200,298.91,few clouds
hale,1634421600,298.76,light rain
hale,1634508000,298.32,light rain
hale,1634594400,298.2,light rain
hale,1634680800,298.28,overcast clouds
hagr,1634054400,292.56,overcast clouds
hagr,1634140800,292.7,clear sky
hagr,1634227200,292.98,broken clouds
hagr,1634313600,292.8,broken clouds
hagr,1634400000,293.7,light rain
hagr,1634486400,287.53,clear sky
hagr,1634572800,288.7,clear sky
hagr,1634659200,290.5,clear sky
hamp,1634140800,298.08,scattered clouds
hamp,1634227200,297.86,overcast clouds
hamp,1634313600,298.37,overcast clouds
hamp,1634400000,298.38,light rain
hamp,1634486400,288.91,clear sky
hamp,1634572800,289.88,clear sky
hamp,1634659200,292.58,clear sky
hamp,1634745600,293.01,few clouds
haha,1634140800,299.5,few clouds
haha,1634227200,298.97,overcast clouds
haha,1634313600,300.19,scattered clouds
haha,1634400000,298.9,light rain
haha,1634486400,289.22,clear sky
haha,1634572800,290.69,clear sky
haha,1634659200,291.79,clear sky
haha,1634745600,294.03,clear sky
hafe,1634140800,295.41,broken clouds
hafe,1634227200,298.18,broken clouds
hafe,1634313600,299.2,overcast clouds
hafe,1634400000,297.81,light rain
hafe,1634486400,288.14,clear sky
hafe,1634572800,289.31,clear sky
hafe,1634659200,291.41,clear sky
hafe,1634745600,292.54,few clouds
hart,1634140800,293.43,light rain
hart,1634227200,291.8,overcast clouds
hart,1634313600,292.82,light rain
hart,1634400000,289.73,light rain
hart,1634486400,284.66,light rain
hart,1634572800,285.23,light rain
hart,1634659200,286.33,clear sky
hart,1634745600,288.86,light rain
hatu,1634140800,294.29,light rain
hatu,1634227200,294.47,overcast clouds
hatu,1634313600,294.69,scattered clouds
hatu,1634400000,294.7,light rain
hatu,1634486400,288.22,clear sky
hatu,1634572800,289.19,clear sky
hatu,1634659200,289.79,clear sky
hatu,1634745600,291.43,clear sky
hstr,1634061600,297.39,overcast clouds
hstr,1634148000,297.3,moderate rain
hstr,1634234400,297.81,moderate rain
hstr,1634320800,290.8,light rain
hstr,1634407200,290.81,clear sky
hstr,1634493600,293.41,clear sky
hstr,1634580000,295.49,clear sky
hstr,1634666400,293.09,broken clouds
havo,1634076000,298.63,moderate rain
havo,1634162400,298.4,light rain
havo,1634248800,298.1,light rain
havo,1634335200,298.07,light rain
havo,1634421600,297.82,light rain
havo,1634508000,297.78,light rain
havo,1634594400,297.86,light rain
havo,1634680800,297.64,overcast clouds
heho,1634058000,293.45,clear sky
heho,1634144400,288.77,moderate rain
heho,1634230800,288.18,light rain
heho,1634317200,287.61,moderate rain
heho,1634403600,288.19,clear sky
heho,1634490000,290.89,clear sky
heho,1634576400,294.07,clear sky
heho,1634662800,290.87,clear sky
jame,1634140800,295,light rain
jame,1634227200,294.48,overcast clouds
jame,1634313600,294.8,scattered clouds
jame,1634400000,297,light rain
jame,1634486400,288.73,clear sky
jame,1634572800,289.6,clear sky
jame,1634659200,291,broken clouds
jame,1634745600,292.23,clear sky
hofr,1634140800,293.28,clear sky
hofr,1634227200,294.65,scattered clouds
hofr,1634313600,293.17,scattered clouds
hofr,1634400000,293.88,moderate rain
hofr,1634486400,287.9,clear sky
hofr,1634572800,288.57,clear sky
hofr,1634659200,290.57,clear sky
hofr,1634745600,292.71,clear sky
home,1634061600,297.96,clear sky
home,1634148000,294.06,moderate rain
home,1634234400,292.87,moderate rain
home,1634320800,288.66,light rain
home,1634407200,291.18,clear sky
home,1634493600,293.08,clear sky
home,1634580000,297.16,clear sky
home,1634666400,291.15,clear sky
hono,1634076000,299.43,broken clouds
hono,1634162400,298.7,overcast clouds
hono,1634248800,298.4,overcast clouds
hono,1634335200,298.27,scattered clouds
hono,1634421600,298.22,scattered clouds
hono,1634508000,297.98,broken clouds
hono,1634594400,298.06,clear sky
hono,1634680800,298.04,overcast clouds
hocu,1634144400,295.06,overcast clouds
hocu,1634230800,299.77,light rain
hocu,1634317200,299.5,light rain
hocu,1634403600,289.48,moderate rain
hocu,1634490000,290.79,clear sky
hocu,1634576400,291.67,clear sky
hocu,1634662800,294.96,clear sky
hocu,1634749200,292.79,overcast clouds
hofu,1634140800,297.84,scattered clouds
hofu,1634227200,297.92,scattered clouds
hofu,1634313600,296.44,overcast clouds
hofu,1634400000,295.14,moderate rain
hofu,1634486400,288.07,clear sky
hofu,1634572800,289.34,clear sky
hofu,1634659200,291.34,clear sky
hofu,1634745600,292.77,clear sky
hobe,1634144400,300.21,clear sky
hobe,1634230800,301.12,overcast clouds
hobe,1634317200,302.55,scattered clouds
hobe,1634403600,297.13,light rain
hobe,1634490000,295.03,clear sky
hobe,1634576400,296.11,overcast clouds
hobe,1634662800,299.1,clear sky
hobe,1634749200,300.73,scattered clouds
hosp,1634058000,300.93,moderate rain
hosp,1634144400,301.74,light rain
hosp,1634230800,294.45,moderate rain
hosp,1634317200,297.38,light rain
hosp,1634403600,295.96,clear sky
hosp,1634490000,298.57,clear sky
hosp,1634576400,298.15,clear sky
hosp,1634662800,298.14,broken clouds
hove,1634065200,282.99,moderate rain
hove,1634151600,283.61,clear sky
hove,1634238000,286.84,clear sky
hove,1634324400,284.53,clear sky
hove,1634410800,286.34,clear sky
hove,1634497200,290.15,clear sky
hove,1634583600,291.82,overcast clouds
hove,1634670000,290.52,clear sky
hutr,1634065200,280.43,rain and snow
hutr,1634151600,283.15,clear sky
hutr,1634238000,285.28,clear sky
hutr,1634324400,284.57,clear sky
hutr,1634410800,289.48,clear sky
hutr,1634497200,292.29,scattered clouds
hutr,1634583600,289.36,clear sky
hutr,1634670000,290.06,broken clouds
iafl,1634065200,280.26,clear sky
iafl,1634151600,275.08,snow
iafl,1634238000,278.02,rain and snow
iafl,1634324400,282.4,broken clouds
iafl,1634410800,287.02,overcast clouds
iafl,1634497200,288.82,overcast clouds
iafl,1634583600,282.6,broken clouds
iafl,1634670000,287.2,scattered clouds
iatr,1634058000,290.55,overcast clouds
iatr,1634144400,291.96,light rain
iatr,1634230800,288.17,overcast clouds
iatr,1634317200,287.5,moderate rain
iatr,1634403600,286.48,few clouds
iatr,1634490000,289.08,clear sky
iatr,1634576400,291.46,clear sky
iatr,1634662800,287.76,broken clouds
inde,1634140800,293.8,overcast clouds
inde,1634227200,293.68,broken clouds
inde,1634313600,293.5,overcast clouds
inde,1634400000,294.7,moderate rain
inde,1634486400,287.73,clear sky
inde,1634572800,288.3,clear sky
inde,1634659200,289.8,clear sky
inde,1634745600,292.13,clear sky
indu,1634058000,291.41,overcast clouds
indu,1634144400,294.42,light rain
indu,1634230800,290.83,moderate rain
indu,1634317200,293.26,moderate rain
indu,1634403600,286.44,light rain
indu,1634490000,289.24,clear sky
indu,1634576400,291.22,clear sky
indu,1634662800,293.02,broken clouds
isro,1634144400,287.07,light rain
isro,1634230800,286.28,moderate rain
isro,1634317200,284.01,light rain
isro,1634403600,283.09,light rain
isro,1634490000,283.4,light rain
isro,1634576400,283.17,clear sky
isro,1634662800,280.97,moderate rain
isro,1634749200,281.99,light rain
inup,1634076000,271.02,light snow
inup,1634162400,269.09,overcast clouds
inup,1634248800,268.39,overcast clouds
inup,1634335200,268.66,light snow
inup,1634421600,265.51,light snow
inup,1634508000,266.27,light snow
inup,1634594400,264.85,light snow
inup,1634680800,256.73,overcast clouds
jaga,1634144400,294.43,scattered clouds
jaga,1634230800,296.74,light rain
jaga,1634317200,297.47,light rain
jaga,1634403600,285.15,light rain
jaga,1634490000,289.36,light rain
jaga,1634576400,289.24,clear sky
jaga,1634662800,292.93,few clouds
jaga,1634749200,290.86,broken clouds
jela,1634058000,299.39,clear sky
jela,1634144400,300,broken clouds
jela,1634230800,300.11,broken clouds
jela,1634317200,299.94,few clouds
jela,1634403600,296.52,light rain
jela,1634490000,295.12,clear sky
jela,1634576400,296.7,overcast clouds
jela,1634662800,296.3,broken clouds
jeca,1634061600,280.43,heavy intensity rain
jeca,1634148000,275.83,rain and snow
jeca,1634234400,280.54,broken clouds
jeca,1634320800,281.33,few clouds
jeca,1634407200,287.15,few clouds
jeca,1634493600,291.65,clear sky
jeca,1634580000,288.53,overcast clouds
jeca,1634666400,284.92,clear sky
jica,1634144400,299.74,clear sky
jica,1634230800,300.85,overcast clouds
jica,1634317200,302.28,scattered clouds
jica,1634403600,298.36,light rain
jica,1634490000,295.56,clear sky
jica,1634576400,296.24,overcast clouds
jica,1634662800,299.34,clear sky
jica,1634749200,300.76,broken clouds
joda,1634065200,278.07,scattered clouds
joda,1634151600,276.49,snow
joda,1634238000,279.72,broken clouds
joda,1634324400,283.81,scattered clouds
joda,1634410800,288.62,few clouds
joda,1634497200,287.93,overcast clouds
joda,1634583600,281.11,broken clouds
joda,1634670000,286.8,few clouds
jofi,1634140800,295.66,clear sky
jofi,1634227200,296.24,few clouds
jofi,1634313600,293.86,overcast clouds
jofi,1634400000,291.56,moderate rain
jofi,1634486400,288.49,clear sky
jofi,1634572800,287.96,clear sky
jofi,1634659200,289.96,clear sky
jofi,1634745600,294.09,scattered clouds
jomu,1634065200,290.74,clear sky
jomu,1634151600,287.95,broken clouds
jomu,1634238000,293.59,clear sky
jomu,1634324400,295.48,clear sky
jomu,1634410800,297.49,clear sky
jomu,1634497200,292.6,overcast clouds
jomu,1634583600,289.67,broken clouds
jomu,1634670000,289.87,overcast clouds
jofl,1634140800,295.79,clear sky
jofl,1634227200,295.07,overcast clouds
jofl,1634313600,292.09,light rain
jofl,1634400000,289.59,light rain
jofl,1634486400,285.82,clear sky
jofl,1634572800,286.09,clear sky
jofl,1634659200,288.19,clear sky
jofl,1634745600,290.62,few clouds
jotr,1634065200,292.94,clear sky
jotr,1634151600,295.56,clear sky
jotr,1634238000,297.8,clear sky
jotr,1634324400,300.08,clear sky
jotr,1634410800,301.5,clear sky
jotr,1634497200,302.1,overcast clouds
jotr,1634583600,299.28,clear sky
jotr,1634670000,301.88,clear sky
juba,1634065200,290.76,clear sky
juba,1634151600,293.77,clear sky
juba,1634238000,294.41,clear sky
juba,1634324400,300.5,clear sky
juba,1634410800,300.81,clear sky
juba,1634497200,296.32,broken clouds
juba,1634583600,294.19,clear sky
juba,1634670000,294.89,clear sky
kala,1634076000,298.25,light rain
kala,1634162400,298.12,light rain
kala,1634248800,297.42,light rain
kala,1634335200,297.59,light rain
kala,1634421600,297.54,light rain
kala,1634508000,297.6,light rain
kala,1634594400,297.58,light rain
kala,1634680800,297.26,light rain
kaho,1634076000,300.04,light rain
kaho,1634162400,299.81,light rain
kaho,1634248800,299.5,light rain
kaho,1634335200,299.58,light rain
kaho,1634421600,298.82,light rain
kaho,1634508000,298.79,light rain
kaho,1634594400,298.26,light rain
kaho,1634680800,298.04,light rain
kaww,1634140800,296.1,light rain
kaww,1634227200,291.17,scattered clouds
kaww,1634313600,291.09,overcast clouds
kaww,1634400000,287.8,moderate rain
kaww,1634486400,287.93,moderate rain
kaww,1634572800,287.3,light rain
kaww,1634659200,286.8,scattered clouds
kaww,1634745600,291.03,few clouds
katm,1634076000,276.87,rain and snow
katm,1634162400,278.34,light rain
katm,1634248800,277.84,broken clouds
katm,1634335200,276.61,few clouds
katm,1634421600,276.36,light snow
katm,1634508000,278.92,rain and snow
katm,1634594400,279.89,light rain
katm,1634680800,276.68,overcast clouds
kefj,1634072400,280.23,scattered clouds
kefj,1634158800,280.46,light rain
kefj,1634245200,279.16,few clouds
kefj,1634331600,280.07,moderate rain
kefj,1634418000,280.42,light rain
kefj,1634504400,280.58,light rain
kefj,1634590800,281.56,light rain
kefj,1634677200,279.94,moderate rain
keaq,1634140800,294.29,light rain
keaq,1634227200,294.47,overcast clouds
keaq,1634313600,294.69,scattered clouds
keaq,1634400000,294.7,light rain
keaq,1634486400,288.22,clear sky
keaq,1634572800,289.19,clear sky
keaq,1634659200,289.79,clear sky
keaq,1634745600,291.43,clear sky
kemo,1634144400,300.01,few clouds
kemo,1634230800,300.52,overcast clouds
kemo,1634317200,301.45,scattered clouds
kemo,1634403600,294.83,light rain
kemo,1634490000,295.54,clear sky
kemo,1634576400,294.51,overcast clouds
kemo,1634662800,297.91,few clouds
kemo,1634749200,299.43,broken clouds
kewe,1634144400,288.41,moderate rain
kewe,1634230800,288.52,light rain
kewe,1634317200,285.95,light rain
kewe,1634403600,283.53,light rain
kewe,1634490000,284.83,light rain
kewe,1634576400,286.31,clear sky
kewe,1634662800,282.41,moderate rain
kewe,1634749200,281.93,light rain
kimo,1634144400,300.41,scattered clouds
kimo,1634230800,301.52,broken clouds
kimo,1634317200,302.65,scattered clouds
kimo,1634403600,299.23,overcast clouds
kimo,1634490000,294.13,clear sky
kimo,1634576400,296.11,broken clouds
kimo,1634662800,296.81,overcast clouds
kimo,1634749200,298.23,broken clouds
klse,1634065200,283.25,moderate rain
klse,1634151600,280.47,light rain
klse,1634238000,281.11,moderate rain
klse,1634324400,282.19,light rain
klse,1634410800,285.51,light rain
klse,1634497200,278.81,heavy intensity rain
klse,1634583600,282.39,overcast clouds
klse,1634670000,289.29,few clouds
klgo,1634068800,275.43,snow
klgo,1634155200,274.64,snow
klgo,1634241600,274.71,snow
klgo,1634328000,274.74,snow
klgo,1634414400,274.79,few clouds
klgo,1634500800,273.15,clear sky
klgo,1634587200,274.03,snow
klgo,1634673600,274.71,snow
knri,1634061600,283,moderate rain
knri,1634148000,280.8,heavy intensity rain
knri,1634234400,279.41,overcast clouds
knri,1634320800,281.6,overcast clouds
knri,1634407200,285.72,clear sky
knri,1634493600,287.42,clear sky
knri,1634580000,286.5,scattered clouds
knri,1634666400,280.39,scattered clouds
kova,1634076000,269.34,scattered clouds
kova,1634162400,266.61,broken clouds
kova,1634248800,266.31,scattered clouds
kova,1634335200,265.38,broken clouds
kova,1634421600,264.63,light snow
kova,1634508000,266.89,light snow
kova,1634594400,264.17,clear sky
kova,1634680800,261.25,scattered clouds
kowa,1634140800,299.5,few clouds
kowa,1634227200,298.97,overcast clouds
kowa,1634313600,300.19,scattered clouds
kowa,1634400000,298.9,light rain
kowa,1634486400,289.22,clear sky
kowa,1634572800,290.69,clear sky
kowa,1634659200,291.79,clear sky
kowa,1634745600,294.03,clear sky
lyba,1634140800,299.5,few clouds
lyba,1634227200,298.97,overcast clouds
lyba,1634313600,300.19,scattered clouds
lyba,1634400000,298.9,light rain
lyba,1634486400,289.22,clear sky
lyba,1634572800,290.69,clear sky
lyba,1634659200,291.79,clear sky
lyba,1634745600,294.03,clear sky
lacl,1634072400,270.56,overcast clouds
lacl,1634158800,270.2,snow
lacl,1634245200,268,light snow
lacl,1634331600,267.81,few clouds
lacl,1634418000,268.16,snow
lacl,1634504400,269.52,snow
lacl,1634590800,270.39,clear sky
lacl,1634677200,267.47,overcast clouds
lake,1634065200,281.7,light rain
lake,1634151600,285.51,clear sky
lake,1634238000,288.15,clear sky
lake,1634324400,290.03,clear sky
lake,1634410800,292.95,clear sky
lake,1634497200,294.35,overcast clouds
lake,1634583600,292.53,broken clouds
lake,1634670000,294.23,clear sky
lamr,1634061600,296.83,overcast clouds
lamr,1634148000,295.43,few clouds
lamr,1634234400,298.14,clear sky
lamr,1634320800,290.93,clear sky
lamr,1634407200,293.95,clear sky
lamr,1634493600,295.75,clear sky
lamr,1634580000,298.93,scattered clouds
lamr,1634666400,292.02,light rain
laro,1634065200,281.88,broken clouds
laro,1634151600,274.89,light snow
laro,1634238000,277.73,broken clouds
laro,1634324400,278.72,overcast clouds
laro,1634410800,281.73,overcast clouds
laro,1634497200,282.63,light rain
laro,1634583600,278.81,broken clouds
laro,1634670000,282.11,clear sky
lavo,1634065200,284.03,clear sky
lavo,1634151600,289.05,clear sky
lavo,1634238000,289.48,clear sky
lavo,1634324400,290.17,clear sky
lavo,1634410800,293.08,clear sky
lavo,1634497200,291.79,overcast clouds
lavo,1634583600,290.57,broken clouds
lavo,1634670000,291.96,scattered clouds
labe,1634065200,277.98,few clouds
labe,1634151600,281.39,clear sky
labe,1634238000,281.83,scattered clouds
labe,1634324400,287.92,clear sky
labe,1634410800,291.23,clear sky
labe,1634497200,287.43,overcast clouds
labe,1634583600,287.01,few clouds
labe,1634670000,290.91,clear sky
lecl,1634061600,296.41,clear sky
lecl,1634148000,294.71,moderate rain
lecl,1634234400,294.02,moderate rain
lecl,1634320800,287.81,light rain
lecl,1634407200,289.23,clear sky
lecl,1634493600,291.23,clear sky
lecl,1634580000,296.31,clear sky
lecl,1634666400,289.4,scattered clouds
lewi,1634065200,280.2,moderate rain
lewi,1634151600,282.52,light rain
lewi,1634238000,280.76,moderate rain
lewi,1634324400,283.24,overcast clouds
lewi,1634410800,286.66,overcast clouds
lewi,1634497200,281.36,heavy intensity rain
lewi,1634583600,282.44,overcast clouds
lewi,1634670000,284.84,scattered clouds
libo,1634144400,295.92,light rain
libo,1634230800,300.13,broken clouds
libo,1634317200,296.66,moderate rain
libo,1634403600,290.04,clear sky
libo,1634490000,292.44,clear sky
libo,1634576400,293.42,clear sky
libo,1634662800,295.92,clear sky
libo,1634749200,292.64,overcast clouds
liho,1634058000,295.08,clear sky
liho,1634144400,290.49,moderate rain
liho,1634230800,295.5,moderate rain
liho,1634317200,298.33,light rain
liho,1634403600,289.21,clear sky
liho,1634490000,292.51,clear sky
liho,1634576400,294.39,clear sky
liho,1634662800,296.09,few clouds
linc,1634140800,299.5,few clouds
linc,1634227200,298.97,overcast clouds
linc,1634313600,300.19,scattered clouds
linc,1634400000,298.9,light rain
linc,1634486400,289.22,clear sky
linc,1634572800,290.69,clear sky
linc,1634659200,291.79,clear sky
linc,1634745600,294.03,clear sky
libi,1634061600,273.36,snow
libi,1634148000,273.47,light snow
libi,1634234400,274.68,overcast clouds
libi,1634320800,275.67,few clouds
libi,1634407200,282.38,clear sky
libi,1634493600,285.19,scattered clouds
libi,1634580000,283.76,clear sky
libi,1634666400,282.26,clear sky
liri,1634144400,300.62,scattered clouds
liri,1634230800,300.73,overcast clouds
liri,1634317200,300.86,broken clouds
liri,1634403600,292.74,light rain
liri,1634490000,292.65,clear sky
liri,1634576400,294.02,overcast clouds
liri,1634662800,296.72,clear sky
liri,1634749200,296.04,overcast clouds
chsc,1634058000,300.65,moderate rain
chsc,1634144400,300.86,light rain
chsc,1634230800,298.67,moderate rain
chsc,1634317200,302.4,few clouds
chsc,1634403600,294.88,clear sky
chsc,1634490000,298.19,clear sky
chsc,1634576400,298.16,clear sky
chsc,1634662800,298.36,broken clouds
long,1634140800,295.66,clear sky
long,1634227200,296.24,few clouds
long,1634313600,293.86,overcast clouds
long,1634400000,291.56,moderate rain
long,1634486400,288.49,clear sky
long,1634572800,287.96,clear sky
long,1634659200,289.96,clear sky
long,1634745600,294.09,scattered clouds
lowe,1634140800,295.66,clear sky
lowe,1634227200,296.24,few clouds
lowe,1634313600,293.86,overcast clouds
lowe,1634400000,291.56,moderate rain
lowe,1634486400,288.49,clear sky
lowe,1634572800,287.96,clear sky
lowe,1634659200,289.96,clear sky
lowe,1634745600,294.09,scattered clouds
lode,1634140800,293.81,broken clouds
lode,1634227200,295.19,overcast clouds
lode,1634313600,293.4,overcast clouds
lode,1634400000,293.41,light rain
lode,1634486400,287.84,clear sky
lode,1634572800,288.81,clear sky
lode,1634659200,290.31,clear sky
lode,1634745600,292.04,clear sky
loea,1634054400,292.56,overcast clouds
loea,1634140800,292.7,clear sky
loea,1634227200,292.98,broken clouds
loea,1634313600,292.8,broken clouds
loea,1634400000,293.7,light rain
loea,1634486400,287.53,clear sky
loea,1634572800,288.7,clear sky
loea,1634659200,290.5,clear sky
lyjo,1634061600,300.91,heavy intensity rain
lyjo,1634148000,300.41,light rain
lyjo,1634234400,302.22,heavy intensity rain
lyjo,1634320800,299.71,light rain
lyjo,1634407200,294.33,clear sky
lyjo,1634493600,293.63,overcast clouds
lyjo,1634580000,294.91,clear sky
lyjo,1634666400,296.4,overcast clouds
mawa,1634140800,298.25,light rain
mawa,1634227200,299.42,broken clouds
mawa,1634313600,300.84,few clouds
mawa,1634400000,299.15,light rain
mawa,1634486400,289.57,clear sky
mawa,1634572800,291.24,clear sky
mawa,1634659200,292.54,broken clouds
mawa,1634745600,294.48,clear sky
maac,1634140800,293.62,broken clouds
maac,1634227200,288.3,overcast clouds
maac,1634313600,291.12,overcast clouds
maac,1634400000,288.63,moderate rain
maac,1634486400,286.35,moderate rain
maac,1634572800,284.12,light rain
maac,1634659200,282.62,light rain
maac,1634745600,285.46,light rain
maca,1634058000,295.67,few clouds
maca,1634144400,295.58,light rain
maca,1634230800,298.39,overcast clouds
maca,1634317200,296.32,moderate rain
maca,1634403600,289.3,clear sky
maca,1634490000,290.21,clear sky
maca,1634576400,291.88,clear sky
maca,1634662800,293.78,clear sky
mana,1634140800,299.5,few clouds
mana,1634227200,298.97,overcast clouds
mana,1634313600,300.19,scattered clouds
mana,1634400000,298.9,light rain
mana,1634486400,289.22,clear sky
mana,1634572800,290.69,clear sky
mana,1634659200,291.79,clear sky
mana,1634745600,294.03,clear sky
mapr,1634061600,286.1,light rain
mapr,1634148000,284.51,clear sky
mapr,1634234400,286.52,clear sky
mapr,1634320800,284.81,clear sky
mapr,1634407200,290.12,clear sky
mapr,1634493600,291.92,clear sky
mapr,1634580000,292.8,scattered clouds
mapr,1634666400,289.5,clear sky
manz,1634065200,281.11,clear sky
manz,1634151600,284.03,clear sky
manz,1634238000,286.16,clear sky
manz,1634324400,287.95,clear sky
manz,1634410800,290.16,clear sky
manz,1634497200,290.77,overcast clouds
manz,1634583600,290.15,clear sky
manz,1634670000,291.34,clear sky
mabi,1634140800,293.93,clear sky
mabi,1634227200,294.31,broken clouds
mabi,1634313600,289.23,light rain
mabi,1634400000,288.44,heavy intensity rain
mabi,1634486400,285.06,scattered clouds
mabi,1634572800,284.13,light rain
mabi,1634659200,286.63,clear sky
mabi,1634745600,289.67,clear sky
mlkm,1634140800,299.5,few clouds
mlkm,1634227200,298.97,overcast clouds
mlkm,1634313600,300.19,scattered clouds
mlkm,1634400000,298.9,light rain
mlkm,1634486400,289.22,clear sky
mlkm,1634572800,290.69,clear sky
mlkm,1634659200,291.79,clear sky
mlkm,1634745600,294.03,clear sky
malu,1634144400,300.01,few clouds
malu,1634230800,300.52,overcast clouds
malu,1634317200,301.45,scattered clouds
malu,1634403600,294.83,light rain
malu,1634490000,295.54,clear sky
malu,1634576400,294.51,overcast clouds
malu,1634662800,297.91,few clouds
malu,1634749200,299.43,broken clouds
mava,1634140800,294.04,light rain
mava,1634227200,293.91,broken clouds
mava,1634313600,293.73,broken clouds
mava,1634400000,290.44,heavy intensity rain
mava,1634486400,284.97,clear sky
mava,1634572800,285.44,scattered clouds
mava,1634659200,288.04,clear sky
mava,1634745600,290.57,clear sky
mamc,1634140800,299.5,few clouds
mamc,1634227200,298.97,overcast clouds
mamc,1634313600,300.19,scattered clouds
mamc,1634400000,298.9,light rain
mamc,1634486400,289.22,clear sky
mamc,1634572800,290.69,clear sky
mamc,1634659200,291.79,clear sky
mamc,1634745600,294.03,clear sky
memy,1634058000,302.3,light rain
memy,1634144400,300.81,overcast clouds
memy,1634230800,300.72,light rain
memy,1634317200,302.05,light rain
memy,1634403600,295.03,light rain
memy,1634490000,295.34,broken clouds
memy,1634576400,296.61,overcast clouds
memy,1634662800,297.51,scattered clouds
meve,1634061600,279.31,rain and snow
meve,1634148000,278.22,few clouds
meve,1634234400,282.53,few clouds
meve,1634320800,279.81,clear sky
meve,1634407200,284.53,clear sky
meve,1634493600,288.93,clear sky
meve,1634580000,289.41,broken clouds
meve,1634666400,290.01,clear sky
misp,1634144400,295.64,light rain
misp,1634230800,299.05,light rain
misp,1634317200,299.38,light rain
misp,1634403600,289.46,light rain
misp,1634490000,290.47,clear sky
misp,1634576400,292.44,clear sky
misp,1634662800,294.34,clear sky
misp,1634749200,292.76,overcast clouds
miin,1634065200,275.45,snow
miin,1634151600,278.46,light rain
miin,1634238000,278.7,few clouds
miin,1634324400,282.28,scattered clouds
miin,1634410800,286.6,clear sky
miin,1634497200,287.9,overcast clouds
miin,1634583600,284.88,overcast clouds
miin,1634670000,287.18,clear sky
mima,1634140800,295.66,clear sky
mima,1634227200,296.24,few clouds
mima,1634313600,293.86,overcast clouds
mima,1634400000,291.56,moderate rain
mima,1634486400,288.49,clear sky
mima,1634572800,287.96,clear sky
mima,1634659200,289.96,clear sky
mima,1634745600,294.09,scattered clouds
mimi,1634061600,282.08,heavy intensity rain
mimi,1634148000,274.99,rain and snow
mimi,1634234400,282,broken clouds
mimi,1634320800,281.88,clear sky
mimi,1634407200,287.9,clear sky
mimi,1634493600,291.3,clear sky
mimi,1634580000,286.98,overcast clouds
mimi,1634666400,284.78,scattered clouds
miss,1634058000,291.17,clear sky
miss,1634144400,287.28,moderate rain
miss,1634230800,287.29,light rain
miss,1634317200,284.42,moderate rain
miss,1634403600,286.7,clear sky
miss,1634490000,288.5,clear sky
miss,1634576400,292.68,clear sky
miss,1634662800,285.38,scattered clouds
mnrr,1634061600,294.44,clear sky
mnrr,1634148000,288.45,moderate rain
mnrr,1634234400,288.66,scattered clouds
mnrr,1634320800,287.24,broken clouds
mnrr,1634407200,290.36,clear sky
mnrr,1634493600,290.86,clear sky
mnrr,1634580000,296.64,broken clouds
mnrr,1634666400,288.64,broken clouds
moja,1634065200,286.88,clear sky
moja,1634151600,289.5,clear sky
moja,1634238000,292.33,clear sky
moja,1634324400,294.02,clear sky
moja,1634410800,296.44,clear sky
moja,1634497200,295.84,overcast clouds
moja,1634583600,296.32,scattered clouds
moja,1634670000,298.61,clear sky
mono,1634140800,295.41,broken clouds
mono,1634227200,298.18,broken clouds
mono,1634313600,299.2,overcast clouds
mono,1634400000,297.81,light rain
mono,1634486400,288.14,clear sky
mono,1634572800,289.31,clear sky
mono,1634659200,291.41,clear sky
mono,1634745600,292.54,few clouds
moca,1634065200,281.2,rain and snow
moca,1634151600,286.42,clear sky
moca,1634238000,287.66,clear sky
