ParkCode,Date,Temperature,Weather_Despcription
colt,1634745600,290.57,clear sky
cong,1634144400,301.14,clear sky
cong,1634230800,302.65,few clouds
cong,1634317200,304.08,scattered clouds
cong,1634403600,302.26,scattered clouds
cong,1634490000,296.77,clear sky
cong,1634576400,298.75,broken clouds
cong,1634662800,299.34,overcast clouds
cong,1634749200,301.87,overcast clouds
coga,1634140800,299.5,few clouds
coga,1634227200,298.97,overcast clouds
coga,1634313600,300.19,scattered clouds
coga,1634400000,298.9,light rain
coga,1634486400,289.22,clear sky
coga,1634572800,290.69,clear sky
coga,1634659200,291.79,clear sky
coga,1634745600,294.03,clear sky
coro,1634065200,289.78,clear sky
coro,1634151600,289.9,clear sky
coro,1634238000,289.93,clear sky
coro,1634324400,291.12,clear sky
coro,1634410800,293.73,clear sky
coro,1634497200,294.84,scattered clouds
coro,1634583600,291.91,few clouds
coro,1634670000,290.71,light rain
cowp,1634144400,300.41,scattered clouds
cowp,1634230800,301.52,broken clouds
cowp,1634317200,302.65,scattered clouds
cowp,1634403600,299.23,overcast clouds
cowp,1634490000,294.13,clear sky
cowp,1634576400,296.11,broken clouds
cowp,1634662800,296.81,overcast clouds
cowp,1634749200,298.23,broken clouds
crla,1634065200,280.84,overcast clouds
crla,1634151600,276.96,light rain
crla,1634238000,282.99,few clouds
crla,1634324400,286.28,clear sky
crla,1634410800,289.1,few clouds
crla,1634497200,287.8,broken clouds
crla,1634583600,283.48,scattered clouds
crla,1634670000,287.87,few clouds
crmo,1634065200,276.07,snow
crmo,1634151600,278.79,light snow
crmo,1634238000,278.32,few clouds
crmo,1634324400,280.81,few clouds
crmo,1634410800,281.63,clear sky
crmo,1634497200,283.83,overcast clouds
crmo,1634583600,284.11,broken clouds
crmo,1634670000,283.9,few clouds
cuga,1634144400,297.77,overcast clouds
cuga,1634230800,299.08,broken clouds
cuga,1634317200,297.61,overcast clouds
cuga,1634403600,289.69,moderate rain
cuga,1634490000,290.69,clear sky
cuga,1634576400,292.87,clear sky
cuga,1634662800,295.06,clear sky
cuga,1634749200,294.79,overcast clouds
cuis,1634058000,299.39,light rain
cuis,1634144400,299.6,light rain
cuis,1634230800,299.11,few clouds
cuis,1634317200,299.04,broken clouds
cuis,1634403600,298.82,clear sky
cuis,1634490000,298.42,light rain
cuis,1634576400,297.6,overcast clouds
cuis,1634662800,298.1,light rain
cure,1634061600,264.96,snow
cure,1634148000,269.76,light snow
cure,1634234400,268.57,light snow
cure,1634320800,270.76,clear sky
cure,1634407200,278.18,clear sky
cure,1634493600,277.98,clear sky
cure,1634580000,277.36,light snow
cure,1634666400,276.85,clear sky
cuva,1634144400,294.43,scattered clouds
cuva,1634230800,296.74,light rain
cuva,1634317200,297.47,light rain
cuva,1634403600,285.15,light rain
cuva,1634490000,289.36,light rain
cuva,1634576400,289.24,clear sky
cuva,1634662800,292.93,few clouds
cuva,1634749200,290.86,broken clouds
cech,1634065200,286.51,clear sky
cech,1634151600,289.03,clear sky
cech,1634238000,291.96,clear sky
cech,1634324400,295.05,clear sky
cech,1634410800,295.66,clear sky
cech,1634497200,296.57,overcast clouds
cech,1634583600,292.84,clear sky
cech,1634670000,295.24,clear sky
daav,1634144400,295.57,overcast clouds
daav,1634230800,299.48,light rain
daav,1634317200,299.31,moderate rain
daav,1634403600,288.79,light rain
daav,1634490000,290.59,clear sky
daav,1634576400,291.27,clear sky
daav,1634662800,294.76,clear sky
daav,1634749200,288.29,overcast clouds
deso,1634144400,303.65,light rain
deso,1634230800,303.66,clear sky
deso,1634317200,303.09,broken clouds
deso,1634403600,303.77,clear sky
deso,1634490000,303.98,clear sky
deso,1634576400,302.96,light rain
deso,1634662800,303.45,light rain
deso,1634749200,304.68,light rain
deva,1634065200,284.02,clear sky
deva,1634151600,286.44,clear sky
deva,1634238000,289.67,clear sky
deva,1634324400,290.86,clear sky
deva,1634410800,293.08,clear sky
deva,1634497200,293.98,overcast clouds
deva,1634583600,292.96,clear sky
deva,1634670000,294.95,clear sky
dewa,1634140800,296.78,light rain
dewa,1634227200,297.46,broken clouds
dewa,1634313600,297.17,broken clouds
dewa,1634400000,293.98,moderate rain
dewa,1634486400,288.01,clear sky
dewa,1634572800,289.38,clear sky
dewa,1634659200,290.68,clear sky
dewa,1634745600,292.61,clear sky
dena,1634072400,257.83,overcast clouds
dena,1634158800,256.16,broken clouds
dena,1634245200,256.46,light snow
dena,1634331600,255.17,light snow
dena,1634418000,254.52,overcast clouds
dena,1634504400,257.18,light snow
dena,1634590800,258.36,few clouds
dena,1634677200,256.94,light snow
depo,1634065200,277.83,clear sky
depo,1634151600,282.15,clear sky
depo,1634238000,284.98,clear sky
depo,1634324400,288.87,clear sky
depo,1634410800,290.99,clear sky
depo,1634497200,287.59,overcast clouds
depo,1634583600,288.17,clear sky
depo,1634670000,289.96,clear sky
deto,1634061600,271.74,snow
deto,1634148000,269.15,snow
deto,1634234400,271.66,overcast clouds
deto,1634320800,271.05,light snow
deto,1634407200,276.16,clear sky
deto,1634493600,281.66,clear sky
deto,1634580000,276.34,scattered clouds
deto,1634666400,275.84,clear sky
dino,1634061600,276.56,rain and snow
dino,1634148000,277.97,snow
dino,1634234400,274.88,rain and snow
dino,1634320800,278.37,clear sky
dino,1634407200,284.48,clear sky
dino,1634493600,289.29,clear sky
dino,1634580000,287.47,overcast clouds
dino,1634666400,287.26,clear sky
drto,1634144400,300.4,light rain
drto,1634230800,301.11,light rain
drto,1634317200,301.34,light rain
drto,1634403600,300.72,light rain
drto,1634490000,300.42,light rain
drto,1634576400,300.7,light rain
drto,1634662800,300.6,light rain
drto,1634749200,301.32,light rain
ddem,1634140800,299.5,few clouds
ddem,1634227200,298.97,overcast clouds
ddem,1634313600,300.19,scattered clouds
ddem,1634400000,298.9,light rain
ddem,1634486400,289.22,clear sky
ddem,1634572800,290.69,clear sky
ddem,1634659200,291.79,clear sky
ddem,1634745600,294.03,clear sky
ebla,1634065200,283.19,light rain
ebla,1634151600,280.41,moderate rain
ebla,1634238000,281.24,light rain
ebla,1634324400,282.13,moderate rain
ebla,1634410800,283.24,light rain
ebla,1634497200,280.75,heavy intensity rain
ebla,1634583600,283.03,overcast clouds
ebla,1634670000,286.22,clear sky
edal,1634140800,293.8,overcast clouds
edal,1634227200,293.68,broken clouds
edal,1634313600,293.5,overcast clouds
edal,1634400000,294.7,moderate rain
edal,1634486400,287.73,clear sky
edal,1634572800,288.3,clear sky
edal,1634659200,289.8,clear sky
edal,1634745600,292.13,clear sky
efmo,1634058000,291.83,light rain
efmo,1634144400,290.14,light rain
efmo,1634230800,288.75,overcast clouds
efmo,1634317200,282.68,light rain
efmo,1634403600,287.56,clear sky
efmo,1634490000,289.66,clear sky
efmo,1634576400,293.14,few clouds
efmo,1634662800,287.44,broken clouds
eise,1634140800,295.41,broken clouds
eise,1634227200,298.18,broken clouds
eise,1634313600,299.2,overcast clouds
eise,1634400000,297.81,light rain
eise,1634486400,288.14,clear sky
eise,1634572800,289.31,clear sky
eise,1634659200,291.41,clear sky
eise,1634745600,292.54,few clouds
elca,1634061600,294.93,light rain
elca,1634148000,288.93,clear sky
elca,1634234400,291.14,clear sky
elca,1634320800,291.73,clear sky
elca,1634407200,291.85,clear sky
elca,1634493600,295.05,clear sky
elca,1634580000,296.73,scattered clouds
elca,1634666400,294.32,light rain
elte,1634061600,298.99,heavy intensity rain
elte,1634148000,304.6,light rain
elte,1634234400,298.71,moderate rain
elte,1634320800,301.9,light rain
elte,1634407200,294.81,clear sky
elte,1634493600,294.52,overcast clouds
elte,1634580000,296.09,clear sky
elte,1634666400,297.29,overcast clouds
elma,1634061600,288.38,scattered clouds
elma,1634148000,285.69,clear sky
elma,1634234400,288.9,clear sky
elma,1634320800,287.69,clear sky
elma,1634407200,289.8,clear sky
elma,1634493600,293.61,clear sky
elma,1634580000,293.19,clear sky
elma,1634666400,292.18,few clouds
elmo,1634061600,277.38,rain and snow
elmo,1634148000,280.39,clear sky
elmo,1634234400,282.1,clear sky
elmo,1634320800,281.99,clear sky
elmo,1634407200,285.9,clear sky
elmo,1634493600,288.8,few clouds
elmo,1634580000,287.28,clear sky
elmo,1634666400,286.18,light rain
elro,1634140800,293.28,clear sky
elro,1634227200,294.65,scattered clouds
elro,1634313600,293.17,scattered clouds
elro,1634400000,293.88,moderate rain
elro,1634486400,287.9,clear sky
elro,1634572800,288.57,clear sky
elro,1634659200,290.57,clear sky
elro,1634745600,292.71,clear sky
elis,1634140800,293.81,broken clouds
elis,1634227200,295.19,overcast clouds
elis,1634313600,293.4,overcast clouds
elis,1634400000,293.41,light rain
elis,1634486400,287.84,clear sky
elis,1634572800,288.81,clear sky
elis,1634659200,290.31,clear sky
elis,1634745600,292.04,clear sky
euon,1634065200,290.74,clear sky
euon,1634151600,287.95,broken clouds
euon,1634238000,293.59,clear sky
euon,1634324400,295.48,clear sky
euon,1634410800,297.49,clear sky
euon,1634497200,292.6,overcast clouds
euon,1634583600,289.67,broken clouds
euon,1634670000,289.87,overcast clouds
ever,1634058000,299.59,moderate rain
ever,1634144400,300.6,light rain
ever,1634230800,300.51,moderate rain
ever,1634317200,300.24,light rain
ever,1634403600,300.12,scattered clouds
ever,1634490000,300.02,light rain
ever,1634576400,300.3,light rain
ever,1634662800,300.7,light rain
feha,1634140800,293.81,broken clouds
feha,1634227200,295.19,overcast clouds
feha,1634313600,293.4,overcast clouds
feha,1634400000,293.41,light rain
feha,1634486400,287.84,clear sky
feha,1634572800,288.81,clear sky
feha,1634659200,290.31,clear sky
feha,1634745600,292.04,clear sky
fiis,1634054400,292.56,overcast clouds
fiis,1634140800,292.7,clear sky
fiis,1634227200,292.98,broken clouds
fiis,1634313600,292.8,broken clouds
fiis,1634400000,293.7,light rain
fiis,1634486400,287.53,clear sky
fiis,1634572800,288.7,clear sky
fiis,1634659200,290.5,clear sky
fila,1634144400,294.33,broken clouds
fila,1634230800,292.14,light rain
fila,1634317200,297.27,light rain
fila,1634403600,287.65,light rain
fila,1634490000,288.55,clear sky
fila,1634576400,289.43,clear sky
fila,1634662800,292.12,clear sky
fila,1634749200,289.65,light rain
frst,1634140800,293.8,overcast clouds
frst,1634227200,293.68,broken clouds
frst,1634313600,293.5,overcast clouds
frst,1634400000,294.7,moderate rain
frst,1634486400,287.73,clear sky
frst,1634572800,288.3,clear sky
frst,1634659200,289.8,clear sky
frst,1634745600,292.13,clear sky
flni,1634140800,295.79,clear sky
flni,1634227200,295.07,overcast clouds
flni,1634313600,292.09,light rain
flni,1634400000,289.59,light rain
flni,1634486400,285.82,clear sky
flni,1634572800,286.09,clear sky
flni,1634659200,288.19,clear sky
flni,1634745600,290.62,few clouds
flfo,1634061600,285.27,light rain
flfo,1634148000,284.38,clear sky
flfo,1634234400,281.99,light rain
flfo,1634320800,281.88,clear sky
flfo,1634407200,289.89,clear sky
flfo,1634493600,290.59,clear sky
flfo,1634580000,290.87,broken clouds
flfo,1634666400,287.07,clear sky
foth,1634140800,299.5,few clouds
foth,1634227200,298.97,overcast clouds
foth,1634313600,300.19,scattered clouds
foth,1634400000,298.9,light rain
foth,1634486400,289.22,clear sky
foth,1634572800,290.69,clear sky
foth,1634659200,291.79,clear sky
foth,1634745600,294.03,clear sky
fobo,1634065200,294.38,clear sky
fobo,1634151600,289.4,clear sky
fobo,1634238000,292.94,clear sky
fobo,1634324400,291.82,clear sky
fobo,1634410800,294.34,clear sky
fobo,1634497200,295.84,broken clouds
fobo,1634583600,295.02,scattered clouds
fobo,1634670000,294.52,light rain
foda,1634061600,301.79,light rain
foda,1634148000,296.4,light rain
foda,1634234400,298.91,clear sky
foda,1634320800,295.9,clear sky
foda,1634407200,291.91,clear sky
foda,1634493600,293.42,clear sky
foda,1634580000,296.39,light rain
foda,1634666400,293.79,light rain
fodo,1634058000,297.42,light rain
fodo,1634144400,295.14,light rain
fodo,1634230800,299.05,overcast clouds
fodo,1634317200,294.58,moderate rain
fodo,1634403600,290.56,clear sky
fodo,1634490000,292.16,clear sky
fodo,1634576400,293.84,clear sky
fodo,1634662800,294.54,scattered clouds
fodu,1634140800,294.29,light rain
fodu,1634227200,294.47,overcast clouds
fodu,1634313600,294.69,scattered clouds
fodu,1634400000,294.7,light rain
fodu,1634486400,288.22,clear sky
fodu,1634572800,289.19,clear sky
fodu,1634659200,289.79,clear sky
fodu,1634745600,291.43,clear sky
fofo,1634140800,299.5,few clouds
fofo,1634227200,298.97,overcast clouds
fofo,1634313600,300.19,scattered clouds
fofo,1634400000,298.9,light rain
fofo,1634486400,289.22,clear sky
fofo,1634572800,290.69,clear sky
fofo,1634659200,291.79,clear sky
fofo,1634745600,294.03,clear sky
fofr,1634058000,297.69,light rain
fofr,1634144400,298.2,broken clouds
fofr,1634230800,298.51,clear sky
fofr,1634317200,297.84,overcast clouds
fofr,1634403600,299.02,light rain
fofr,1634490000,296.62,broken clouds
fofr,1634576400,297,overcast clouds
fofr,1634662800,297.7,light rain
fola,1634061600,284.9,rain and snow
fola,1634148000,275.1,snow
fola,1634234400,279.31,broken clouds
fola,1634320800,282.3,clear sky
fola,1634407200,288.82,clear sky
fola,1634493600,291.72,clear sky
fola,1634580000,291.8,overcast clouds
fola,1634666400,284.49,clear sky
fols,1634061600,295.23,light rain
fols,1634148000,290.93,moderate rain
fols,1634234400,295.04,clear sky
fols,1634320800,289.33,scattered clouds
fols,1634407200,294.35,clear sky
fols,1634493600,295.35,clear sky
fols,1634580000,297.73,scattered clouds
fols,1634666400,290.92,scattered clouds
foma,1634144400,303.52,few clouds
foma,1634230800,302.13,light rain
foma,1634317200,302.76,overcast clouds
foma,1634403600,304.74,clear sky
foma,1634490000,301.75,light rain
foma,1634576400,301.02,light rain
foma,1634662800,300.12,moderate rain
foma,1634749200,301.74,light rain
fomc,1634140800,298.08,scattered clouds
fomc,1634227200,297.86,overcast clouds
fomc,1634313600,298.37,overcast clouds
fomc,1634400000,298.38,light rain
fomc,1634486400,288.91,clear sky
fomc,1634572800,289.88,clear sky
fomc,1634659200,292.58,clear sky
fomc,1634745600,293.01,few clouds
fomr,1634140800,295,light rain
fomr,1634227200,294.48,overcast clouds
fomr,1634313600,294.8,scattered clouds
fomr,1634400000,297,light rain
fomr,1634486400,288.73,clear sky
fomr,1634572800,289.6,clear sky
fomr,1634659200,291,broken clouds
fomr,1634745600,292.23,clear sky
fone,1634144400,298.89,few clouds
fone,1634230800,298.8,broken clouds
fone,1634317200,300.63,light rain
fone,1634403600,288.71,light rain
fone,1634490000,289.11,clear sky
fone,1634576400,290.79,clear sky
fone,1634662800,295.59,clear sky
fone,1634749200,296.01,overcast clouds
fopo,1634065200,290.74,clear sky
fopo,1634151600,287.95,broken clouds
fopo,1634238000,293.59,clear sky
fopo,1634324400,295.48,clear sky
fopo,1634410800,297.49,clear sky
fopo,1634497200,292.6,overcast clouds
fopo,1634583600,289.67,broken clouds
fopo,1634670000,289.87,overcast clouds
fopu,1634058000,297.19,broken clouds
fopu,1634144400,296.9,clear sky
fopu,1634230800,297.31,scattered clouds
fopu,1634317200,297.84,scattered clouds
fopu,1634403600,298.52,light rain
fopu,1634490000,294.02,clear sky
fopu,1634576400,296.3,broken clouds
fopu,1634662800,298.1,overcast clouds
fora,1634054400,294.86,light rain
fora,1634140800,296.8,light rain
fora,1634227200,295.88,broken clouds
fora,1634313600,296.5,clear sky
fora,1634400000,297.7,light rain
fora,1634486400,292.23,light rain
fora,1634572800,292.9,clear sky
fora,1634659200,294.6,light rain
fosc,1634061600,296.26,overcast clouds
fosc,1634148000,295.87,moderate rain
fosc,1634234400,292.58,moderate rain
fosc,1634320800,289.07,light rain
fosc,1634407200,289.88,clear sky
fosc,1634493600,292.88,clear sky
fosc,1634580000,294.66,clear sky
fosc,1634666400,293.86,broken clouds
fosm,1634061600,300.49,light rain
fosm,1634148000,300.5,moderate rain
fosm,1634234400,293.31,moderate rain
fosm,1634320800,294.9,light rain
fosm,1634407200,293.61,clear sky
fosm,1634493600,296.91,clear sky
fosm,1634580000,297.69,clear sky
fosm,1634666400,298.09,overcast clouds
fost,1634140800,293.06,light rain
fost,1634227200,291.84,overcast clouds
fost,1634313600,291.76,light rain
fost,1634400000,291.27,light rain
fost,1634486400,285.49,light rain
fost,1634572800,285.56,light rain
fost,1634659200,287.06,clear sky
fost,1634745600,289.3,light rain
fosu,1634058000,298.89,light rain
fosu,1634144400,298,clear sky
fosu,1634230800,298.21,scattered clouds
fosu,1634317200,298.74,overcast clouds
fosu,1634403600,299.82,light rain
fosu,1634490000,294.82,light rain
fosu,1634576400,296.4,scattered clouds
fosu,1634662800,297.9,light rain
foun,1634061600,292.96,light rain
foun,1634148000,287.47,clear sky
foun,1634234400,289.68,clear sky
foun,1634320800,285.26,clear sky
foun,1634407200,292.58,clear sky
foun,1634493600,294.78,clear sky
foun,1634580000,295.56,overcast clouds
foun,1634666400,288.76,scattered clouds
fous,1634061600,277.67,light rain
fous,1634148000,274.68,rain and snow
fous,1634234400,277.59,light snow
fous,1634320800,281.68,broken clouds
fous,1634407200,285.39,clear sky
fous,1634493600,287.5,clear sky
fous,1634580000,283.97,few clouds
fous,1634666400,279.57,clear sky
fova,1634065200,282.22,rain and snow
fova,1634151600,276.54,rain and snow
fova,1634238000,277.77,light rain
fova,1634324400,282.66,overcast clouds
fova,1634410800,288.87,overcast clouds
fova,1634497200,277.08,moderate rain
fova,1634583600,281.45,broken clouds
fova,1634670000,282.85,broken clouds
fowa,1634140800,299.5,few clouds
fowa,1634227200,298.97,overcast clouds
fowa,1634313600,300.19,scattered clouds
fowa,1634400000,298.9,light rain
fowa,1634486400,289.22,clear sky
fowa,1634572800,290.69,clear sky
fowa,1634659200,291.79,clear sky
fowa,1634745600,294.03,clear sky
fobu,1634065200,271.64,snow
fobu,1634151600,275.56,light snow
fobu,1634238000,274.79,light snow
fobu,1634324400,279.38,clear sky
fobu,1634410800,284.5,clear sky
fobu,1634497200,287.3,clear sky
fobu,1634583600,286.48,clear sky
fobu,1634670000,284.77,broken clouds
frde,1634140800,299.5,few clouds
frde,1634227200,298.97,overcast clouds
frde,1634313600,300.19,scattered clouds
frde,1634400000,298.9,light rain
frde,1634486400,289.22,clear sky
frde,1634572800,290.69,clear sky
frde,1634659200,291.79,clear sky
frde,1634745600,294.03,clear sky
frdo,1634140800,294.29,light rain
frdo,1634227200,294.47,overcast clouds
frdo,1634313600,294.69,scattered clouds
frdo,1634400000,294.7,light rain
frdo,1634486400,288.22,clear sky
frdo,1634572800,289.19,clear sky
frdo,1634659200,289.79,clear sky
frdo,1634745600,291.43,clear sky
frla,1634140800,295.66,clear sky
frla,1634227200,296.24,few clouds
frla,1634313600,293.86,overcast clouds
frla,1634400000,291.56,moderate rain
frla,1634486400,288.49,clear sky
frla,1634572800,287.96,clear sky
frla,1634659200,289.96,clear sky
frla,1634745600,294.09,scattered clouds
frsp,1634140800,299.5,few clouds
frsp,1634227200,298.97,overcast clouds
frsp,1634313600,300.19,scattered clouds
frsp,1634400000,298.9,light rain
frsp,1634486400,289.22,clear sky
frsp,1634572800,290.69,clear sky
frsp,1634659200,291.79,clear sky
frsp,1634745600,294.03,clear sky
frri,1634144400,300.58,few clouds
frri,1634230800,300.59,overcast clouds
frri,1634317200,301.42,light rain
frri,1634403600,296.2,light rain
frri,1634490000,294.6,clear sky
frri,1634576400,294.58,overcast clouds
frri,1634662800,297.87,clear sky
frri,1634749200,299.7,light rain
frhi,1634144400,298.89,few clouds
frhi,1634230800,298.8,broken clouds
frhi,1634317200,300.63,light rain
frhi,1634403600,288.71,light rain
frhi,1634490000,289.11,clear sky
frhi,1634576400,290.79,clear sky
frhi,1634662800,295.59,clear sky
frhi,1634749200,296.01,overcast clouds
gaar,1634072400,269.28,overcast clouds
gaar,1634158800,267.81,overcast clouds
gaar,1634245200,269.01,overcast clouds
gaar,1634331600,267.42,broken clouds
gaar,1634418000,267.67,light snow
gaar,1634504400,265.33,light snow
gaar,1634590800,266.7,light snow
gaar,1634677200,263.19,light snow
jeff,1634058000,295.99,clear sky
jeff,1634144400,295.7,moderate rain
jeff,1634230800,296.81,light rain
jeff,1634317200,300.24,light rain
jeff,1634403600,290.82,clear sky
jeff,1634490000,294.23,clear sky
jeff,1634576400,296.7,clear sky
jeff,1634662800,297.9,scattered clouds
gate,1634054400,292.56,overcast clouds
gate,1634140800,292.7,clear sky
gate,1634227200,292.98,broken clouds
gate,1634313600,292.8,broken clouds
gate,1634400000,293.7,light rain
gate,1634486400,287.53,clear sky
gate,1634572800,288.7,clear sky
gate,1634659200,290.5,clear sky
gari,1634144400,297.53,broken clouds
gari,1634230800,295.54,overcast clouds
gari,1634317200,299.87,overcast clouds
gari,1634403600,288.75,moderate rain
gari,1634490000,288.76,clear sky
gari,1634576400,290.53,clear sky
gari,1634662800,294.93,clear sky
gari,1634749200,293.95,overcast clouds
gegr,1634054400,292.56,overcast clouds
gegr,1634140800,292.7,clear sky
gegr,1634227200,292.98,broken clouds
gegr,1634313600,292.8,broken clouds
gegr,1634400000,293.7,light rain
gegr,1634486400,287.53,clear sky
gegr,1634572800,288.7,clear sky
gegr,1634659200,290.5,clear sky
gero,1634058000,294.79,light rain
gero,1634144400,294.6,light rain
gero,1634230800,299.41,light rain
gero,1634317200,296.64,moderate rain
gero,1634403600,289.72,clear sky
gero,1634490000,292.73,clear sky
gero,1634576400,293.41,clear sky
gero,1634662800,296.2,clear sky
gewa,1634140800,294.29,light rain
gewa,1634227200,294.47,overcast clouds
gewa,1634313600,294.69,scattered clouds
gewa,1634400000,294.7,light rain
gewa,1634486400,288.22,clear sky
gewa,1634572800,289.19,clear sky
gewa,1634659200,289.79,clear sky
gewa,1634745600,291.43,clear sky
gwca,1634061600,298.11,light rain
gwca,1634148000,295.62,heavy intensity rain
gwca,1634234400,295.03,heavy intensity rain
gwca,1634320800,287.72,light rain
gwca,1634407200,291.03,clear sky
gwca,1634493600,294.44,clear sky
gwca,1634580000,295.71,clear sky
gwca,1634666400,293.81,overcast clouds
gwmp,1634140800,299.5,few clouds
gwmp,1634227200,298.97,overcast clouds
gwmp,1634313600,300.19,scattered clouds
gwmp,1634400000,298.9,light rain
gwmp,1634486400,289.22,clear sky
gwmp,1634572800,290.69,clear sky
gwmp,1634659200,291.79,clear sky
gwmp,1634745600,294.03,clear sky
gett,1634140800,295.41,broken clouds
gett,1634227200,298.18,broken clouds
gett,1634313600,299.2,overcast clouds
gett,1634400000,297.81,light rain
gett,1634486400,288.14,clear sky
gett,1634572800,289.31,clear sky
gett,1634659200,291.41,clear sky
gett,1634745600,292.54,few clouds
gicl,1634061600,279.29,light rain
gicl,1634148000,285.9,clear sky
gicl,1634234400,286.51,clear sky
gicl,1634320800,289.6,clear sky
gicl,1634407200,291.21,clear sky
gicl,1634493600,292.72,scattered clouds
gicl,1634580000,290.6,few clouds
gicl,1634666400,289.89,few clouds
glba,1634068800,271.46,rain and snow
glba,1634155200,270.97,snow
glba,1634241600,272.54,rain and snow
glba,1634328000,271.67,light snow
glba,1634414400,272.02,light snow
glba,1634500800,271.38,scattered clouds
glba,1634587200,270.75,snow
glba,1634673600,271.24,snow
glac,1634065200,276.62,clear sky
glac,1634151600,273.93,overcast clouds
glac,1634238000,273.77,overcast clouds
glac,1634324400,275.86,overcast clouds
glac,1634410800,280.47,overcast clouds
glac,1634497200,288.48,light snow
glac,1634583600,275.55,light snow
glac,1634670000,281.05,clear sky
glca,1634065200,278.57,light rain
glca,1634151600,280.99,clear sky
glca,1634238000,284.72,clear sky
glca,1634324400,283.01,clear sky
glca,1634410800,286.12,clear sky
glca,1634497200,289.03,broken clouds
glca,1634583600,288.81,broken clouds
glca,1634670000,289.5,clear sky
glec,1634140800,299.5,few clouds
glec,1634227200,298.97,overcast clouds
glec,1634313600,300.19,scattered clouds
glec,1634400000,298.9,light rain
glec,1634486400,289.22,clear sky
glec,1634572800,290.69,clear sky
glec,1634659200,291.79,clear sky
glec,1634745600,294.03,clear sky
glde,1634140800,293.8,overcast clouds
glde,1634227200,293.68,broken clouds
glde,1634313600,293.5,overcast clouds
glde,1634400000,294.7,moderate rain
glde,1634486400,287.73,clear sky
glde,1634572800,288.3,clear sky
glde,1634659200,289.8,clear sky
glde,1634745600,292.13,clear sky
goga,1634065200,290.74,clear sky
goga,1634151600,287.95,broken clouds
goga,1634238000,293.59,clear sky
goga,1634324400,295.48,clear sky
goga,1634410800,297.49,clear sky
goga,1634497200,292.6,overcast clouds
goga,1634583600,289.67,broken clouds
goga,1634670000,289.87,overcast clouds
gosp,1634065200,281.51,rain and snow
gosp,1634151600,280.73,overcast clouds
gosp,1634238000,281.06,light rain
gosp,1634324400,283.15,clear sky
gosp,1634410800,286.96,clear sky
gosp,1634497200,289.77,broken clouds
gosp,1634583600,289.54,scattered clouds
gosp,1634670000,288.24,few clouds
gois,1634140800,293.81,broken clouds
gois,1634227200,295.19,overcast clouds
gois,1634313600,293.4,overcast clouds
gois,1634400000,293.41,light rain
gois,1634486400,287.84,clear sky
gois,1634572800,288.81,clear sky
gois,1634659200,290.31,clear sky
gois,1634745600,292.04,clear sky
grca,1634065200,275.05,rain and snow
grca,1634151600,279.87,clear sky
grca,1634238000,283.5,clear sky
grca,1634324400,281.59,clear sky
grca,1634410800,284.8,clear sky
grca,1634497200,288.31,overcast clouds
grca,1634583600,287.59,broken clouds
grca,1634670000,288.18,clear sky
para,1634065200,275.16,rain and snow
para,1634151600,280.87,clear sky
para,1634238000,284.41,clear sky
para,1634324400,283.9,clear sky
para,1634410800,286.81,clear sky
para,1634497200,289.61,overcast clouds
para,1634583600,288.39,overcast clouds
para,1634670000,289.19,clear sky
grpo,1634144400,288.72,light rain
grpo,1634230800,287.83,few clouds
grpo,1634317200,282.86,light rain
grpo,1634403600,283.64,light rain
grpo,1634490000,284.25,scattered clouds
grpo,1634576400,285.02,clear sky
grpo,1634662800,280.32,moderate rain
grpo,1634749200,281.24,light rain
grte,1634065200,277.97,rain and snow
grte,1634151600,273.39,light snow
grte,1634238000,272.92,overcast clouds
grte,1634324400,274.91,clear sky
grte,1634410800,281.43,clear sky
grte,1634497200,284.13,broken clouds
grte,1634583600,283.11,broken clouds
grte,1634670000,282.6,clear sky
grko,1634065200,269.13,snow
grko,1634151600,270.24,light snow
grko,1634238000,272.28,overcast clouds
grko,1634324400,272.37,scattered clouds
grko,1634410800,277.48,broken clouds
grko,1634497200,279.98,broken clouds
grko,1634583600,275.56,broken clouds
grko,1634670000,277.16,few clouds
grba,1634065200,276.42,light snow
grba,1634151600,279.43,clear sky
grba,1634238000,281.67,clear sky
grba,1634324400,282.15,clear sky
grba,1634410800,286.87,clear sky
grba,1634497200,287.17,overcast clouds
grba,1634583600,288.45,few clouds
grba,1634670000,288.15,clear sky
greg,1634054400,293.26,light rain
greg,1634140800,293.3,broken clouds
greg,1634227200,293.08,few clouds
greg,1634313600,293,broken clouds
greg,1634400000,293.7,light rain
greg,1634486400,287.33,clear sky
greg,1634572800,288.6,clear sky
greg,1634659200,291.5,clear sky
grfa,1634140800,299.5,few clouds
grfa,1634227200,298.97,overcast clouds
grfa,1634313600,300.19,scattered clouds
grfa,1634400000,298.9,light rain
grfa,1634486400,289.22,clear sky
grfa,1634572800,290.69,clear sky
grfa,1634659200,291.79,clear sky
grfa,1634745600,294.03,clear sky
grsa,1634061600,283.56,rain and snow
grsa,1634148000,281.06,clear sky
grsa,1634234400,280.07,clear sky
grsa,1634320800,280.36,clear sky
grsa,1634407200,289.28,clear sky
grsa,1634493600,289.38,clear sky
grsa,1634580000,288.26,broken clouds
grsa,1634666400,284.75,clear sky
grsm,1634144400,298.06,broken clouds
grsm,1634230800,299.67,overcast clouds
grsm,1634317200,300,scattered clouds
grsm,1634403600,295.18,light rain
grsm,1634490000,292.59,clear sky
